"","Participant","Type","img","Learn_Block","Learn_Trial","Learn_Corr","Learn_RT","NF_Trial","Condition","NF_Corr","NF_RT","Block","Count","Avg_Block"
"1","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","0",1,1,1.222,NA,"Late",NA,NA,"Learn",2,0
"2","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png","0",2,1,1.271,NA,"Late",NA,NA,"Learn",3,0
"3","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png","0",3,0,1.627,NA,"Late",NA,NA,"Learn",4,0
"4","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","0",4,1,1.193,NA,"Late",NA,NA,"Learn",5,0
"5","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png","0",5,1,0.9,NA,"Late",NA,NA,"Learn",6,0
"6","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","0",6,1,1.128,NA,"Late",NA,NA,"Learn",7,0
"7","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","0",7,1,1.291,NA,"Late",NA,NA,"Learn",8,0
"8","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9919.png","0",8,1,1.273,NA,"Late",NA,NA,"Learn",1,0
"9","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9191.png","0",9,0,1.024,NA,"Late",NA,NA,"Learn",2,0
"10","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","0",10,1,1.358,NA,"Late",NA,NA,"Learn",9,0
"11","57533f7c483c14000662f391","RuleFollowing","Images/flowers_1911.png","0",11,0,1.201,NA,"Late",NA,NA,"Learn",3,0
"12","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","0",12,1,1.788,NA,"Late",NA,NA,"Learn",10,0
"13","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9119.png","0",13,1,1.451,NA,"Late",NA,NA,"Learn",4,0
"14","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9191.png","0",14,1,1.493,NA,"Late",NA,NA,"Learn",5,0
"15","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","0",15,1,1.29,NA,"Late",NA,NA,"Learn",11,0
"16","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","0",16,1,1.419,NA,"Late",NA,NA,"Learn",12,0
"17","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9919.png","0",17,0,1.125,NA,"Late",NA,NA,"Learn",6,0
"18","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9919.png","0",18,1,1.49,NA,"Late",NA,NA,"Learn",7,0
"19","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9119.png","0",19,1,1.231,NA,"Late",NA,NA,"Learn",8,0
"20","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9191.png","0",20,0,1.869,NA,"Late",NA,NA,"Learn",9,0
"21","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9119.png","0",21,1,1.585,NA,"Late",NA,NA,"Learn",10,0
"22","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9119.png","0",22,1,1.911,NA,"Late",NA,NA,"Learn",11,0
"23","57533f7c483c14000662f391","RuleFollowing","Images/flowers_1911.png","0",24,0,1.208,NA,"Late",NA,NA,"Learn",12,0
"24","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9191.png","0",25,1,1.672,NA,"Late",NA,NA,"Learn",13,1
"25","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","0",26,1,1.855,NA,"Late",NA,NA,"Learn",14,1
"26","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","0",27,1,1.325,NA,"Late",NA,NA,"Learn",15,1
"27","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png","0",28,1,1.032,NA,"Late",NA,NA,"Learn",16,1
"28","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","0",29,1,1.057,NA,"Late",NA,NA,"Learn",17,1
"29","57533f7c483c14000662f391","RuleFollowing","Images/flowers_1911.png","0",30,1,1.279,NA,"Late",NA,NA,"Learn",14,1
"30","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9191.png","0",31,1,1.29,NA,"Late",NA,NA,"Learn",15,1
"31","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png","0",32,1,1.205,NA,"Late",NA,NA,"Learn",18,1
"32","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9191.png","0",33,1,1.571,NA,"Late",NA,NA,"Learn",16,1
"33","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9119.png","0",34,1,1.122,NA,"Late",NA,NA,"Learn",17,1
"34","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9119.png","0",35,1,1.101,NA,"Late",NA,NA,"Learn",18,1
"35","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9919.png","0",36,0,1.47,NA,"Late",NA,NA,"Learn",19,1
"36","57533f7c483c14000662f391","RuleFollowing","Images/flowers_1911.png","0",37,1,1.64,NA,"Late",NA,NA,"Learn",20,1
"37","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png","0",38,1,1.892,NA,"Late",NA,NA,"Learn",19,1
"38","57533f7c483c14000662f391","RuleFollowing","Images/flowers_1911.png","0",39,1,1.411,NA,"Late",NA,NA,"Learn",21,1
"39","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png","0",40,1,1.509,NA,"Late",NA,NA,"Learn",20,1
"40","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","0",41,1,0.908,NA,"Late",NA,NA,"Learn",21,1
"41","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png","0",42,1,0.94,NA,"Late",NA,NA,"Learn",22,1
"42","57533f7c483c14000662f391","RuleFollowing","Images/flowers_1911.png","0",43,1,1.336,NA,"Late",NA,NA,"Learn",22,1
"43","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png","0",44,1,1.396,NA,"Late",NA,NA,"Learn",23,1
"44","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9919.png","0",45,1,1.301,NA,"Late",NA,NA,"Learn",23,1
"45","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png","0",46,1,1.169,NA,"Late",NA,NA,"Learn",24,1
"46","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9919.png","0",47,1,1.252,NA,"Late",NA,NA,"Learn",24,1
"47","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png","1",0,1,1.199,NA,"Late",NA,NA,"Learn",25,2
"48","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png","1",1,1,1.594,NA,"Late",NA,NA,"Learn",26,2
"49","57533f7c483c14000662f391","RuleFollowing","Images/flowers_1911.png","1",2,0,1.526,NA,"Late",NA,NA,"Learn",25,2
"50","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9919.png","1",3,1,1.875,NA,"Late",NA,NA,"Learn",26,2
"51","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","1",4,1,1.234,NA,"Late",NA,NA,"Learn",27,2
"52","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","1",5,1,1.067,NA,"Late",NA,NA,"Learn",28,2
"53","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","1",6,1,1.96,NA,"Late",NA,NA,"Learn",1,0
"54","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","1",7,1,1.13,NA,"Late",NA,NA,"Learn",29,2
"55","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png","1",8,1,1.357,NA,"Late",NA,NA,"Learn",30,2
"56","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","1",9,1,1.125,NA,"Late",NA,NA,"Learn",2,0
"57","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9191.png","1",10,1,1.177,NA,"Late",NA,NA,"Learn",27,2
"58","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png","1",11,1,0.817,NA,"Late",NA,NA,"Learn",31,2
"59","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9191.png","1",12,1,0.981,NA,"Late",NA,NA,"Learn",28,2
"60","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png","1",13,1,1.018,NA,"Late",NA,NA,"Learn",32,2
"61","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9119.png","1",14,1,1.053,NA,"Late",NA,NA,"Learn",29,2
"62","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","1",15,1,1.197,NA,"Late",NA,NA,"Learn",3,0
"63","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","1",16,0,1.116,NA,"Late",NA,NA,"Learn",4,0
"64","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","1",17,1,1.307,NA,"Late",NA,NA,"Learn",33,2
"65","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","1",18,0,1.363,NA,"Late",NA,NA,"Learn",34,2
"66","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","1",19,0,1.366,NA,"Late",NA,NA,"Learn",5,0
"67","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png","1",20,1,1.411,NA,"Late",NA,NA,"Learn",35,2
"68","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","1",21,1,1.126,NA,"Late",NA,NA,"Learn",36,2
"69","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png","1",22,1,0.959,NA,"Late",NA,NA,"Learn",37,3
"70","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","1",23,1,0.987,NA,"Late",NA,NA,"Learn",38,3
"71","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png","1",24,1,1.088,NA,"Late",NA,NA,"Learn",39,3
"72","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9919.png","1",25,1,1.339,NA,"Late",NA,NA,"Learn",30,2
"73","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png","1",26,1,1.192,NA,"Late",NA,NA,"Learn",40,3
"74","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","1",27,1,0.921,NA,"Late",NA,NA,"Learn",41,3
"75","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","1",28,1,1.583,NA,"Late",NA,NA,"Learn",6,0
"76","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","1",29,1,1.457,NA,"Late",NA,NA,"Learn",7,0
"77","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","1",30,1,1.26,NA,"Late",NA,NA,"Learn",42,3
"78","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png","1",31,1,1.066,NA,"Late",NA,NA,"Learn",43,3
"79","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9119.png","1",32,0,1.172,NA,"Late",NA,NA,"Learn",31,2
"80","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","1",33,0,1.388,NA,"Late",NA,NA,"Learn",8,0
"81","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9119.png","1",34,1,1.299,NA,"Late",NA,NA,"Learn",32,2
"82","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","1",35,1,1.666,NA,"Late",NA,NA,"Learn",9,0
"83","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9919.png","1",36,1,1.662,NA,"Late",NA,NA,"Learn",33,2
"84","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","1",37,0,1.673,NA,"Late",NA,NA,"Learn",10,0
"85","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","1",38,1,1.548,NA,"Late",NA,NA,"Learn",44,3
"86","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","1",39,1,1.681,NA,"Late",NA,NA,"Learn",45,3
"87","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9191.png","1",40,0,1.316,NA,"Late",NA,NA,"Learn",34,2
"88","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png","1",41,1,1.482,NA,"Late",NA,NA,"Learn",46,3
"89","57533f7c483c14000662f391","RuleFollowing","Images/flowers_1911.png","1",42,0,1.527,NA,"Late",NA,NA,"Learn",35,2
"90","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","1",43,1,1.505,NA,"Late",NA,NA,"Learn",47,3
"91","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","1",44,0,1.678,NA,"Late",NA,NA,"Learn",11,0
"92","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png","1",45,1,1.151,NA,"Late",NA,NA,"Learn",48,3
"93","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","1",46,0,1.411,NA,"Late",NA,NA,"Learn",12,0
"94","57533f7c483c14000662f391","RuleFollowing","Images/flowers_1911.png","1",47,1,1.464,NA,"Late",NA,NA,"Learn",36,2
"95","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","2",0,1,1.715,NA,"Late",NA,NA,"Learn",13,1
"96","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png","2",1,1,1.275,NA,"Late",NA,NA,"Learn",49,4
"97","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","2",2,1,1.267,NA,"Late",NA,NA,"Learn",14,1
"98","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","2",3,0,1.292,NA,"Late",NA,NA,"Learn",15,1
"99","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","2",4,1,1.232,NA,"Late",NA,NA,"Learn",50,4
"100","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","2",5,0,1.388,NA,"Late",NA,NA,"Learn",16,1
"101","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","2",6,0,1.164,NA,"Late",NA,NA,"Learn",17,1
"102","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","2",7,0,1.35,NA,"Late",NA,NA,"Learn",18,1
"103","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","2",8,1,1.127,NA,"Late",NA,NA,"Learn",51,4
"104","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","2",9,1,1.452,NA,"Late",NA,NA,"Learn",52,4
"105","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","2",10,1,1.575,NA,"Late",NA,NA,"Learn",19,1
"106","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","2",11,1,1.741,NA,"Late",NA,NA,"Learn",20,1
"107","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png","2",12,1,1.615,NA,"Late",NA,NA,"Learn",53,4
"108","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png","2",13,1,1.474,NA,"Late",NA,NA,"Learn",54,4
"109","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","2",14,0,1.304,NA,"Late",NA,NA,"Learn",21,1
"110","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","2",15,0,1.241,NA,"Late",NA,NA,"Learn",22,1
"111","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png","2",16,1,1.25,NA,"Late",NA,NA,"Learn",55,4
"112","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","2",17,0,0.989,NA,"Late",NA,NA,"Learn",23,1
"113","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","2",18,0,1.726,NA,"Late",NA,NA,"Learn",24,1
"114","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","2",19,1,1.268,NA,"Late",NA,NA,"Learn",56,4
"115","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png","2",20,1,1.274,NA,"Late",NA,NA,"Learn",57,4
"116","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","2",21,0,1.337,NA,"Late",NA,NA,"Learn",25,2
"117","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","2",22,1,1.652,NA,"Late",NA,NA,"Learn",26,2
"118","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","2",23,0,1.559,NA,"Late",NA,NA,"Learn",58,4
"119","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","2",24,1,1.177,NA,"Late",NA,NA,"Learn",59,4
"120","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","2",25,1,1.605,NA,"Late",NA,NA,"Learn",60,4
"121","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","2",26,1,1.24,NA,"Late",NA,NA,"Learn",27,2
"122","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png","2",27,0,1.763,NA,"Late",NA,NA,"Learn",61,5
"123","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","2",28,0,1.047,NA,"Late",NA,NA,"Learn",28,2
"124","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","2",29,0,1.48,NA,"Late",NA,NA,"Learn",62,5
"125","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","2",30,1,1.03,NA,"Late",NA,NA,"Learn",63,5
"126","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","2",31,0,1.072,NA,"Late",NA,NA,"Learn",29,2
"127","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png","2",32,0,1.142,NA,"Late",NA,NA,"Learn",64,5
"128","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","2",33,1,1.35,NA,"Late",NA,NA,"Learn",65,5
"129","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png","2",34,1,1.219,NA,"Late",NA,NA,"Learn",66,5
"130","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","2",35,0,1.283,NA,"Late",NA,NA,"Learn",30,2
"131","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","2",36,1,0.898,NA,"Late",NA,NA,"Learn",31,2
"132","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png","2",37,1,1.37,NA,"Late",NA,NA,"Learn",67,5
"133","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","2",38,1,1.383,NA,"Late",NA,NA,"Learn",32,2
"134","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png","2",39,1,1.01,NA,"Late",NA,NA,"Learn",68,5
"135","57533f7c483c14000662f391","Exception","Images/flowers_1991.png","2",40,0,1.021,NA,"Late",NA,NA,"Learn",33,2
"136","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png","2",41,1,1.176,NA,"Late",NA,NA,"Learn",69,5
"137","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","2",42,0,1.278,NA,"Late",NA,NA,"Learn",34,2
"138","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","2",43,1,1.163,NA,"Late",NA,NA,"Learn",35,2
"139","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png","2",44,1,0.925,NA,"Late",NA,NA,"Learn",70,5
"140","57533f7c483c14000662f391","Exception","Images/flowers_1199.png","2",45,1,1.15,NA,"Late",NA,NA,"Learn",36,2
"141","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png","2",46,1,1.051,NA,"Late",NA,NA,"Learn",71,5
"142","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png","2",47,1,1.007,NA,"Late",NA,NA,"Learn",72,5
"143","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png",NA,NA,NA,NA,0,"Late",1,1.469,"NF",1,0
"144","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png",NA,NA,NA,NA,2,"Late",0,0.861,"NF",2,0
"145","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png",NA,NA,NA,NA,3,"Late",1,1.147,"NF",3,0
"146","57533f7c483c14000662f391","Exception","Images/flowers_1991.png",NA,NA,NA,NA,4,"Late",0,0.994,"NF",2,0
"147","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9919.png",NA,NA,NA,NA,5,"Late",0,1.451,"NF",1,0
"148","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9119.png",NA,NA,NA,NA,6,"Late",1,1.327,"NF",2,0
"149","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png",NA,NA,NA,NA,7,"Late",1,1.674,"NF",4,0
"150","57533f7c483c14000662f391","Exception","Images/flowers_1199.png",NA,NA,NA,NA,8,"Late",1,1.139,"NF",3,0
"151","57533f7c483c14000662f391","RuleFollowing","Images/flowers_1911.png",NA,NA,NA,NA,9,"Late",1,1.188,"NF",3,0
"152","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png",NA,NA,NA,NA,10,"Late",1,1.051,"NF",5,0
"153","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png",NA,NA,NA,NA,11,"Late",1,1.146,"NF",6,0
"154","57533f7c483c14000662f391","Exception","Images/flowers_1199.png",NA,NA,NA,NA,12,"Late",1,0.846,"NF",4,0
"155","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9919.png",NA,NA,NA,NA,13,"Late",1,1.471,"NF",4,0
"156","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png",NA,NA,NA,NA,14,"Late",1,1.039,"NF",7,0
"157","57533f7c483c14000662f391","Exception","Images/flowers_1199.png",NA,NA,NA,NA,15,"Late",0,1.023,"NF",5,0
"158","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png",NA,NA,NA,NA,16,"Late",1,0.867,"NF",8,0
"159","57533f7c483c14000662f391","Exception","Images/flowers_1199.png",NA,NA,NA,NA,17,"Late",1,1.086,"NF",6,0
"160","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9119.png",NA,NA,NA,NA,18,"Late",1,0.663,"NF",5,0
"161","57533f7c483c14000662f391","Prototype","Images/flowers_1111.png",NA,NA,NA,NA,19,"Late",1,0.904,"NF",9,0
"162","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png",NA,NA,NA,NA,20,"Late",1,0.764,"NF",10,0
"163","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9919.png",NA,NA,NA,NA,21,"Late",0,1.17,"NF",6,0
"164","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9191.png",NA,NA,NA,NA,22,"Late",0,1.16,"NF",7,0
"165","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png",NA,NA,NA,NA,23,"Late",1,0.702,"NF",11,0
"166","57533f7c483c14000662f391","Exception","Images/flowers_1991.png",NA,NA,NA,NA,24,"Late",0,0.715,"NF",7,0
"167","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9919.png",NA,NA,NA,NA,25,"Late",0,0.957,"NF",8,0
"168","57533f7c483c14000662f391","Exception","Images/flowers_1199.png",NA,NA,NA,NA,26,"Late",1,1.08,"NF",8,0
"169","57533f7c483c14000662f391","Exception","Images/flowers_1199.png",NA,NA,NA,NA,27,"Late",0,1.533,"NF",9,0
"170","57533f7c483c14000662f391","Exception","Images/flowers_1991.png",NA,NA,NA,NA,28,"Late",0,0.782,"NF",10,0
"171","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9191.png",NA,NA,NA,NA,29,"Late",0,0.884,"NF",9,0
"172","57533f7c483c14000662f391","Exception","Images/flowers_1991.png",NA,NA,NA,NA,30,"Late",0,0.736,"NF",11,0
"173","57533f7c483c14000662f391","RuleFollowing","Images/flowers_1911.png",NA,NA,NA,NA,31,"Late",1,1.098,"NF",10,0
"174","57533f7c483c14000662f391","RuleFollowing","Images/flowers_1911.png",NA,NA,NA,NA,32,"Late",1,1.43,"NF",11,0
"175","57533f7c483c14000662f391","Exception","Images/flowers_1991.png",NA,NA,NA,NA,33,"Late",0,0.659,"NF",12,0
"176","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9191.png",NA,NA,NA,NA,34,"Late",0,0.746,"NF",12,0
"177","57533f7c483c14000662f391","RuleFollowing","Images/flowers_1911.png",NA,NA,NA,NA,35,"Late",1,1.018,"NF",13,1
"178","57533f7c483c14000662f391","Exception","Images/flowers_1199.png",NA,NA,NA,NA,36,"Late",1,0.84,"NF",13,1
"179","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png",NA,NA,NA,NA,37,"Late",1,0.577,"NF",12,0
"180","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png",NA,NA,NA,NA,38,"Late",1,0.979,"NF",13,1
"181","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9119.png",NA,NA,NA,NA,39,"Late",1,0.518,"NF",14,1
"182","57533f7c483c14000662f391","Prototype","Images/flowers_1119.png",NA,NA,NA,NA,40,"Late",1,0.557,"NF",14,1
"183","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9191.png",NA,NA,NA,NA,41,"Late",1,0.739,"NF",15,1
"184","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9119.png",NA,NA,NA,NA,42,"Late",1,0.479,"NF",16,1
"185","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png",NA,NA,NA,NA,43,"Late",0,0.577,"NF",15,1
"186","57533f7c483c14000662f391","Exception","Images/flowers_1991.png",NA,NA,NA,NA,44,"Late",0,0.516,"NF",14,1
"187","57533f7c483c14000662f391","Exception","Images/flowers_1199.png",NA,NA,NA,NA,45,"Late",1,0.899,"NF",15,1
"188","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png",NA,NA,NA,NA,46,"Late",0,1.016,"NF",16,1
"189","57533f7c483c14000662f391","Exception","Images/flowers_1991.png",NA,NA,NA,NA,47,"Late",0,0.942,"NF",16,1
"190","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",1,0
"191","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9199.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",1,0
"192","57533f7c483c14000662f391","Exception","Images/flowers_1991.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",1,0
"193","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",2,0
"194","57533f7c483c14000662f391","Exception","Images/flowers_1199.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",2,0
"195","57533f7c483c14000662f391","Exception","Images/flowers_1999.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",3,0
"196","57533f7c483c14000662f391","Exception","Images/flowers_1991.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",4,0
"197","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9119.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",2,0
"198","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9199.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",3,0
"199","57533f7c483c14000662f391","Exception","Images/flowers_1191.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",5,0
"200","57533f7c483c14000662f391","Exception","Images/flowers_1999.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",6,0
"201","57533f7c483c14000662f391","Exception","Images/flowers_1199.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",7,0
"202","57533f7c483c14000662f391","RuleFollowing","Images/flowers_1919.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",4,0
"203","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9111.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",5,0
"204","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9119.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",6,0
"205","57533f7c483c14000662f391","Prototype","Images/flowers_9991.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",3,0
"206","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9911.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",7,0
"207","57533f7c483c14000662f391","RuleFollowing","Images/flowers_9111.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",8,0
"208","57533f7c483c14000662f391","RuleFollowing","Images/flowers_1911.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",9,0
"209","57533f7c483c14000662f391","Exception","Images/flowers_1191.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",8,0
"210","57533f7c483c14000662f391","RuleFollowing","Images/flowers_1911.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",10,0
"211","57533f7c483c14000662f391","Prototype","Images/flowers_9999.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",4,0
