"","Participant","Type","img","Learn_Block","Learn_Trial","Learn_Corr","Learn_RT","NF_Trial","Condition","NF_Corr","NF_RT","Block","Count","Avg_Block"
"4971","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_1111.png","2",46,1,0.747,NA,"Late",NA,NA,"Learn",71,5
"4972","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_9991.png","2",47,1,0.896,NA,"Late",NA,NA,"Learn",72,5
"4973","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_9999.png",NA,NA,NA,NA,0,"Late",1,1.262,"NF",1,0
"4974","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1991.png",NA,NA,NA,NA,1,"Late",1,1.479,"NF",1,0
"4975","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_9999.png",NA,NA,NA,NA,2,"Late",1,0.53,"NF",2,0
"4976","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_1119.png",NA,NA,NA,NA,3,"Late",1,0.714,"NF",3,0
"4977","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1991.png",NA,NA,NA,NA,4,"Late",1,0.48,"NF",2,0
"4978","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9919.png",NA,NA,NA,NA,5,"Late",1,0.541,"NF",1,0
"4979","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9119.png",NA,NA,NA,NA,6,"Late",0,0.576,"NF",2,0
"4980","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_1111.png",NA,NA,NA,NA,7,"Late",1,0.779,"NF",4,0
"4981","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1199.png",NA,NA,NA,NA,8,"Late",0,0.513,"NF",3,0
"4982","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_1911.png",NA,NA,NA,NA,9,"Late",1,0.776,"NF",3,0
"4983","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_1119.png",NA,NA,NA,NA,10,"Late",1,0.563,"NF",5,0
"4984","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_1111.png",NA,NA,NA,NA,11,"Late",1,0.462,"NF",6,0
"4985","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1199.png",NA,NA,NA,NA,12,"Late",0,0.446,"NF",4,0
"4986","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9919.png",NA,NA,NA,NA,13,"Late",1,0.596,"NF",4,0
"4987","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_9999.png",NA,NA,NA,NA,14,"Late",1,0.412,"NF",7,0
"4988","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1199.png",NA,NA,NA,NA,15,"Late",0,0.579,"NF",5,0
"4989","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_1111.png",NA,NA,NA,NA,16,"Late",1,0.563,"NF",8,0
"4990","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1199.png",NA,NA,NA,NA,17,"Late",0,0.513,"NF",6,0
"4991","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9119.png",NA,NA,NA,NA,18,"Late",0,0.563,"NF",5,0
"4992","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_1111.png",NA,NA,NA,NA,19,"Late",1,0.647,"NF",9,0
"4993","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_9999.png",NA,NA,NA,NA,20,"Late",1,0.58,"NF",10,0
"4994","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9919.png",NA,NA,NA,NA,21,"Late",1,0.58,"NF",6,0
"4995","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9191.png",NA,NA,NA,NA,22,"Late",1,0.743,"NF",7,0
"4996","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_9991.png",NA,NA,NA,NA,23,"Late",1,0.413,"NF",11,0
"4997","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1991.png",NA,NA,NA,NA,24,"Late",1,1.013,"NF",7,0
"4998","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9919.png",NA,NA,NA,NA,25,"Late",1,1.18,"NF",8,0
"4999","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1199.png",NA,NA,NA,NA,26,"Late",0,0.945,"NF",8,0
"5000","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1199.png",NA,NA,NA,NA,27,"Late",0,0.764,"NF",9,0
"5001","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1991.png",NA,NA,NA,NA,28,"Late",1,1.063,"NF",10,0
"5002","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9191.png",NA,NA,NA,NA,29,"Late",1,1.862,"NF",9,0
"5003","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1991.png",NA,NA,NA,NA,30,"Late",1,1.412,"NF",11,0
"5004","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_1911.png",NA,NA,NA,NA,31,"Late",1,0.795,"NF",10,0
"5005","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_1911.png",NA,NA,NA,NA,32,"Late",1,0.513,"NF",11,0
"5006","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1991.png",NA,NA,NA,NA,33,"Late",1,0.48,"NF",12,0
"5007","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9191.png",NA,NA,NA,NA,34,"Late",1,0.662,"NF",12,0
"5008","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_1911.png",NA,NA,NA,NA,35,"Late",1,0.797,"NF",13,1
"5009","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1199.png",NA,NA,NA,NA,36,"Late",0,0.597,"NF",13,1
"5010","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_1119.png",NA,NA,NA,NA,37,"Late",1,0.529,"NF",12,0
"5011","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_9991.png",NA,NA,NA,NA,38,"Late",1,0.697,"NF",13,1
"5012","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9119.png",NA,NA,NA,NA,39,"Late",0,0.696,"NF",14,1
"5013","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_1119.png",NA,NA,NA,NA,40,"Late",1,1.378,"NF",14,1
"5014","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9191.png",NA,NA,NA,NA,41,"Late",1,0.979,"NF",15,1
"5015","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9119.png",NA,NA,NA,NA,42,"Late",0,0.48,"NF",16,1
"5016","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_9991.png",NA,NA,NA,NA,43,"Late",1,0.663,"NF",15,1
"5017","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1991.png",NA,NA,NA,NA,44,"Late",1,0.796,"NF",14,1
"5018","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1199.png",NA,NA,NA,NA,45,"Late",0,0.73,"NF",15,1
"5019","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_9991.png",NA,NA,NA,NA,46,"Late",1,0.646,"NF",16,1
"5020","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1991.png",NA,NA,NA,NA,47,"Late",0,1.813,"NF",16,1
"5021","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_9991.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",1,0
"5022","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9199.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",1,0
"5023","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1991.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",1,0
"5024","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_9999.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",2,0
"5025","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1199.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",2,0
"5026","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1999.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",3,0
"5027","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1991.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",4,0
"5028","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9119.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",2,0
"5029","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9199.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",3,0
"5030","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1191.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",5,0
"5031","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1999.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",6,0
"5032","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1199.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",7,0
"5033","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_1919.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",4,0
"5034","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9111.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",5,0
"5035","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9119.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",6,0
"5036","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_9991.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",3,0
"5037","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9911.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",7,0
"5038","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9111.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",8,0
"5039","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_1911.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",9,0
"5040","5eacc5d65753b3341a0f9d0e","Exception","Images/flowers_1191.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",8,0
"5041","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_1911.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",10,0
"5042","5eacc5d65753b3341a0f9d0e","Prototype","Images/flowers_9999.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",4,0
"5043","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_9911.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",11,0
"5044","5eacc5d65753b3341a0f9d0e","RuleFollowing","Images/flowers_1919.png",NA,NA,NA,NA,NA,"Late",NA,NA,"Memory",12,0
"5045","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1119.png","0",0,1,0.744,NA,"Early",NA,NA,"Learn",1,0
"5046","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9999.png","0",1,0,0.658,NA,"Early",NA,NA,"Learn",2,0
"5047","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1111.png","0",2,1,0.708,NA,"Early",NA,NA,"Learn",3,0
"5048","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1111.png","0",3,1,0.545,NA,"Early",NA,NA,"Learn",4,0
"5049","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9991.png","0",4,1,0.561,NA,"Early",NA,NA,"Learn",5,0
"5050","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1119.png","0",5,1,0.395,NA,"Early",NA,NA,"Learn",6,0
"5051","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9991.png","0",6,1,0.444,NA,"Early",NA,NA,"Learn",7,0
"5052","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9999.png","0",7,1,0.497,NA,"Early",NA,NA,"Learn",8,0
"5053","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9991.png","0",8,1,0.529,NA,"Early",NA,NA,"Learn",9,0
"5054","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9119.png","0",9,0,0.442,NA,"Early",NA,NA,"Learn",1,0
"5055","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_1911.png","0",10,0,0.545,NA,"Early",NA,NA,"Learn",2,0
"5056","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1119.png","0",11,1,1.012,NA,"Early",NA,NA,"Learn",10,0
"5057","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1991.png","0",12,0,0.524,NA,"Early",NA,NA,"Learn",1,0
"5058","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_1911.png","0",13,0,0.861,NA,"Early",NA,NA,"Learn",3,0
"5059","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9999.png","0",14,0,0.628,NA,"Early",NA,NA,"Learn",11,0
"5060","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1199.png","0",15,0,0.609,NA,"Early",NA,NA,"Learn",2,0
"5061","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9999.png","0",16,1,0.961,NA,"Early",NA,NA,"Learn",12,0
"5062","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1991.png","0",17,1,1.028,NA,"Early",NA,NA,"Learn",3,0
"5063","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_1911.png","0",18,1,1.128,NA,"Early",NA,NA,"Learn",4,0
"5064","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9919.png","0",19,1,0.738,NA,"Early",NA,NA,"Learn",5,0
"5065","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1111.png","0",20,1,0.729,NA,"Early",NA,NA,"Learn",13,1
"5066","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1199.png","0",21,0,1.028,NA,"Early",NA,NA,"Learn",4,0
"5067","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1111.png","0",22,1,1.178,NA,"Early",NA,NA,"Learn",14,1
"5068","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9999.png","0",23,1,1.079,NA,"Early",NA,NA,"Learn",15,1
"5069","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9119.png","0",24,1,0.811,NA,"Early",NA,NA,"Learn",6,0
"5070","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1199.png","0",25,1,1.011,NA,"Early",NA,NA,"Learn",5,0
"5071","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1119.png","0",26,1,0.845,NA,"Early",NA,NA,"Learn",16,1
"5072","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1199.png","0",27,0,0.746,NA,"Early",NA,NA,"Learn",6,0
"5073","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1119.png","0",28,0,0.911,NA,"Early",NA,NA,"Learn",17,1
"5074","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9919.png","0",29,1,0.962,NA,"Early",NA,NA,"Learn",7,0
"5075","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1111.png","0",30,1,0.711,NA,"Early",NA,NA,"Learn",18,1
"5076","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9919.png","0",31,1,0.663,NA,"Early",NA,NA,"Learn",8,0
"5077","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1199.png","0",32,0,0.628,NA,"Early",NA,NA,"Learn",7,0
"5078","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1119.png","0",33,1,0.562,NA,"Early",NA,NA,"Learn",19,1
"5079","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1991.png","0",34,1,0.829,NA,"Early",NA,NA,"Learn",8,0
"5080","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9191.png","0",35,1,0.817,NA,"Early",NA,NA,"Learn",9,0
"5081","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9999.png","0",36,1,0.828,NA,"Early",NA,NA,"Learn",20,1
"5082","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1991.png","0",37,1,0.628,NA,"Early",NA,NA,"Learn",9,0
"5083","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9191.png","0",38,0,0.678,NA,"Early",NA,NA,"Learn",10,0
"5084","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9991.png","0",39,0,0.629,NA,"Early",NA,NA,"Learn",21,1
"5085","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1199.png","0",40,0,0.645,NA,"Early",NA,NA,"Learn",10,0
"5086","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9991.png","0",41,0,0.794,NA,"Early",NA,NA,"Learn",22,1
"5087","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9119.png","0",42,1,0.878,NA,"Early",NA,NA,"Learn",11,0
"5088","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9191.png","0",43,0,0.594,NA,"Early",NA,NA,"Learn",12,0
"5089","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1991.png","0",44,0,0.778,NA,"Early",NA,NA,"Learn",11,0
"5090","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1111.png","0",45,1,0.662,NA,"Early",NA,NA,"Learn",23,1
"5091","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1991.png","0",46,1,0.795,NA,"Early",NA,NA,"Learn",12,0
"5092","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9991.png","0",47,1,0.579,NA,"Early",NA,NA,"Learn",24,1
"5093","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1111.png","1",0,1,0.644,NA,"Early",NA,NA,"Learn",25,2
"5094","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1119.png","1",1,0,1.028,NA,"Early",NA,NA,"Learn",26,2
"5095","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1199.png","1",2,0,0.728,NA,"Early",NA,NA,"Learn",13,1
"5096","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9999.png","1",3,1,1.261,NA,"Early",NA,NA,"Learn",27,2
"5097","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1119.png","1",4,1,0.794,NA,"Early",NA,NA,"Learn",28,2
"5098","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9191.png","1",5,1,0.794,NA,"Early",NA,NA,"Learn",13,1
"5099","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9991.png","1",6,1,0.877,NA,"Early",NA,NA,"Learn",29,2
"5100","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9119.png","1",7,1,0.927,NA,"Early",NA,NA,"Learn",14,1
"5101","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9999.png","1",8,1,0.729,NA,"Early",NA,NA,"Learn",30,2
"5102","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_1911.png","1",9,1,1.098,NA,"Early",NA,NA,"Learn",15,1
"5103","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1991.png","1",10,1,0.811,NA,"Early",NA,NA,"Learn",14,1
"5104","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1991.png","1",11,1,0.712,NA,"Early",NA,NA,"Learn",15,1
"5105","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1119.png","1",12,0,0.895,NA,"Early",NA,NA,"Learn",31,2
"5106","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9991.png","1",13,1,0.745,NA,"Early",NA,NA,"Learn",32,2
"5107","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1111.png","1",14,0,0.878,NA,"Early",NA,NA,"Learn",33,2
"5108","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9991.png","1",15,1,0.728,NA,"Early",NA,NA,"Learn",34,2
"5109","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_1911.png","1",16,0,0.628,NA,"Early",NA,NA,"Learn",16,1
"5110","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9191.png","1",17,0,0.66,NA,"Early",NA,NA,"Learn",17,1
"5111","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9991.png","1",18,1,0.695,NA,"Early",NA,NA,"Learn",35,2
"5112","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1111.png","1",19,1,0.795,NA,"Early",NA,NA,"Learn",36,2
"5113","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9999.png","1",20,1,0.694,NA,"Early",NA,NA,"Learn",37,3
"5114","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1199.png","1",21,0,1.079,NA,"Early",NA,NA,"Learn",16,1
"5115","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1119.png","1",22,1,0.695,NA,"Early",NA,NA,"Learn",38,3
"5116","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9919.png","1",23,1,0.581,NA,"Early",NA,NA,"Learn",18,1
"5117","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9999.png","1",24,0,1.029,NA,"Early",NA,NA,"Learn",39,3
"5118","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1199.png","1",25,0,0.711,NA,"Early",NA,NA,"Learn",17,1
"5119","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1991.png","1",26,1,0.945,NA,"Early",NA,NA,"Learn",18,1
"5120","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1111.png","1",27,1,0.828,NA,"Early",NA,NA,"Learn",40,3
"5121","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1111.png","1",28,0,0.794,NA,"Early",NA,NA,"Learn",41,3
"5122","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9999.png","1",29,1,0.678,NA,"Early",NA,NA,"Learn",42,3
"5123","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1199.png","1",30,0,0.946,NA,"Early",NA,NA,"Learn",19,1
"5124","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_1911.png","1",31,1,0.778,NA,"Early",NA,NA,"Learn",19,1
"5125","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9919.png","1",32,1,1.028,NA,"Early",NA,NA,"Learn",20,1
"5126","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9119.png","1",33,1,0.745,NA,"Early",NA,NA,"Learn",21,1
"5127","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9991.png","1",34,0,0.911,NA,"Early",NA,NA,"Learn",43,3
"5128","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1199.png","1",35,1,1.011,NA,"Early",NA,NA,"Learn",20,1
"5129","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1199.png","1",36,1,1.027,NA,"Early",NA,NA,"Learn",21,1
"5130","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9991.png","1",37,1,0.861,NA,"Early",NA,NA,"Learn",44,3
"5131","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9119.png","1",38,0,0.794,NA,"Early",NA,NA,"Learn",22,1
"5132","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1119.png","1",39,1,0.611,NA,"Early",NA,NA,"Learn",45,3
"5133","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9191.png","1",40,1,0.829,NA,"Early",NA,NA,"Learn",23,1
"5134","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9919.png","1",41,1,0.727,NA,"Early",NA,NA,"Learn",24,1
"5135","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1991.png","1",42,1,0.745,NA,"Early",NA,NA,"Learn",22,1
"5136","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1991.png","1",43,1,0.661,NA,"Early",NA,NA,"Learn",23,1
"5137","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1119.png","1",44,0,0.778,NA,"Early",NA,NA,"Learn",46,3
"5138","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1111.png","1",45,1,0.561,NA,"Early",NA,NA,"Learn",47,3
"5139","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1991.png","1",46,0,0.712,NA,"Early",NA,NA,"Learn",24,1
"5140","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9999.png","1",47,0,0.779,NA,"Early",NA,NA,"Learn",48,3
"5141","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1111.png","2",0,1,0.762,NA,"Early",NA,NA,"Learn",49,4
"5142","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9999.png","2",1,1,0.611,NA,"Early",NA,NA,"Learn",50,4
"5143","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1119.png","2",2,1,1.094,NA,"Early",NA,NA,"Learn",51,4
"5144","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1991.png","2",3,1,0.996,NA,"Early",NA,NA,"Learn",25,2
"5145","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1111.png","2",4,0,0.796,NA,"Early",NA,NA,"Learn",52,4
"5146","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9991.png","2",5,1,1.027,NA,"Early",NA,NA,"Learn",53,4
"5147","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9999.png","2",6,1,0.544,NA,"Early",NA,NA,"Learn",54,4
"5148","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9191.png","2",7,1,0.899,NA,"Early",NA,NA,"Learn",25,2
"5149","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1119.png","2",8,1,0.761,NA,"Early",NA,NA,"Learn",55,4
"5150","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1991.png","2",9,1,0.962,NA,"Early",NA,NA,"Learn",26,2
"5151","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9191.png","2",10,1,0.695,NA,"Early",NA,NA,"Learn",26,2
"5152","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1199.png","2",11,0,0.729,NA,"Early",NA,NA,"Learn",27,2
"5153","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9119.png","2",12,0,0.863,NA,"Early",NA,NA,"Learn",27,2
"5154","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9999.png","2",13,1,0.828,NA,"Early",NA,NA,"Learn",56,4
"5155","5b8133ba0d65aa00014d5e1f","Exception","Images/flowers_1199.png","2",14,0,0.645,NA,"Early",NA,NA,"Learn",28,2
"5156","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9119.png","2",15,1,1.094,NA,"Early",NA,NA,"Learn",28,2
"5157","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_9919.png","2",16,1,0.788,NA,"Early",NA,NA,"Learn",29,2
"5158","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_1119.png","2",17,1,0.962,NA,"Early",NA,NA,"Learn",57,4
"5159","5b8133ba0d65aa00014d5e1f","RuleFollowing","Images/flowers_1911.png","2",18,1,0.977,NA,"Early",NA,NA,"Learn",30,2
"5160","5b8133ba0d65aa00014d5e1f","Prototype","Images/flowers_9999.png","2",19,1,0.779,NA,"Early",NA,NA,"Learn",58,4
