Participant,Session,Gender,Age,Condition,Block,Image,Type,Count,Learn_Block,Learn_Trial,Learn_Corr,Learn_RT,NF_Trial,Memory_Trial,Seen_Unseen,Memory_RT,NF_Corr,NF_RT,Memory_Corr,Avg_Block
{{356}},SONA,NA,NA,Early,NF,1911,RuleFollowing,13,NA,NA,NA,NA,35,NA,NA,NA,1,0.661,NA,1
{{356}},SONA,NA,NA,Early,NF,1199,Exception,13,NA,NA,NA,NA,36,NA,NA,NA,1,0.661,NA,1
{{356}},SONA,NA,NA,Early,NF,1119,Prototype,12,NA,NA,NA,NA,37,NA,NA,NA,1,0.643,NA,0
{{356}},SONA,NA,NA,Early,NF,9991,Prototype,13,NA,NA,NA,NA,38,NA,NA,NA,1,0.51,NA,1
{{356}},SONA,NA,NA,Early,NF,9119,RuleFollowing,14,NA,NA,NA,NA,39,NA,NA,NA,1,1.146,NA,1
{{356}},SONA,NA,NA,Early,NF,1119,Prototype,14,NA,NA,NA,NA,40,NA,NA,NA,1,0.561,NA,1
{{356}},SONA,NA,NA,Early,NF,9191,RuleFollowing,15,NA,NA,NA,NA,41,NA,NA,NA,1,0.46,NA,1
{{356}},SONA,NA,NA,Early,NF,9119,RuleFollowing,16,NA,NA,NA,NA,42,NA,NA,NA,0,0.477,NA,1
{{356}},SONA,NA,NA,Early,NF,9991,Prototype,15,NA,NA,NA,NA,43,NA,NA,NA,1,0.378,NA,1
{{356}},SONA,NA,NA,Early,NF,1991,Exception,14,NA,NA,NA,NA,44,NA,NA,NA,1,0.445,NA,1
{{356}},SONA,NA,NA,Early,NF,1199,Exception,15,NA,NA,NA,NA,45,NA,NA,NA,0,0.511,NA,1
{{356}},SONA,NA,NA,Early,NF,9991,Prototype,16,NA,NA,NA,NA,46,NA,NA,NA,1,0.561,NA,1
{{356}},SONA,NA,NA,Early,NF,1991,Exception,16,NA,NA,NA,NA,47,NA,NA,NA,1,0.662,NA,1
{{356}},SONA,NA,NA,Early,Memory,9199,RuleFollowing,1,NA,NA,NA,NA,NA,1,Unseen,1.059,NA,NA,1,0
{{356}},SONA,NA,NA,Early,Memory,1991,Exception,1,NA,NA,NA,NA,NA,2,Seen,0.895,NA,NA,0,0
{{356}},SONA,NA,NA,Early,Memory,9999,Prototype,2,NA,NA,NA,NA,NA,3,Seen,1.344,NA,NA,0,0
{{356}},SONA,NA,NA,Early,Memory,1199,Exception,2,NA,NA,NA,NA,NA,4,Seen,0.594,NA,NA,0,0
{{356}},SONA,NA,NA,Early,Memory,1999,Exception,3,NA,NA,NA,NA,NA,5,Unseen,0.667,NA,NA,1,0
{{356}},SONA,NA,NA,Early,Memory,1991,Exception,4,NA,NA,NA,NA,NA,6,Seen,0.478,NA,NA,0,0
{{356}},SONA,NA,NA,Early,Memory,9119,RuleFollowing,2,NA,NA,NA,NA,NA,7,Seen,0.61,NA,NA,1,0
{{356}},SONA,NA,NA,Early,Memory,9199,RuleFollowing,3,NA,NA,NA,NA,NA,8,Unseen,0.762,NA,NA,0,0
{{356}},SONA,NA,NA,Early,Memory,1191,Exception,5,NA,NA,NA,NA,NA,9,Unseen,0.506,NA,NA,1,0
{{356}},SONA,NA,NA,Early,Memory,1999,Exception,6,NA,NA,NA,NA,NA,10,Unseen,0.494,NA,NA,1,0
{{356}},SONA,NA,NA,Early,Memory,1199,Exception,7,NA,NA,NA,NA,NA,11,Seen,0.494,NA,NA,0,0
{{356}},SONA,NA,NA,Early,Memory,9111,RuleFollowing,5,NA,NA,NA,NA,NA,13,Unseen,0.742,NA,NA,0,0
{{356}},SONA,NA,NA,Early,Memory,9119,RuleFollowing,6,NA,NA,NA,NA,NA,14,Seen,0.577,NA,NA,1,0
{{356}},SONA,NA,NA,Early,Memory,9991,Prototype,3,NA,NA,NA,NA,NA,15,Seen,0.361,NA,NA,1,0
{{356}},SONA,NA,NA,Early,Memory,9911,RuleFollowing,7,NA,NA,NA,NA,NA,16,Unseen,0.398,NA,NA,0,0
{{356}},SONA,NA,NA,Early,Memory,9111,RuleFollowing,8,NA,NA,NA,NA,NA,17,Unseen,2.045,NA,NA,0,0
{{356}},SONA,NA,NA,Early,Memory,1911,RuleFollowing,9,NA,NA,NA,NA,NA,18,Seen,0.845,NA,NA,0,0
{{356}},SONA,NA,NA,Early,Memory,1191,Exception,8,NA,NA,NA,NA,NA,19,Unseen,0.36,NA,NA,1,0
{{356}},SONA,NA,NA,Early,Memory,1911,RuleFollowing,10,NA,NA,NA,NA,NA,20,Seen,0.394,NA,NA,0,0
{{356}},SONA,NA,NA,Early,Memory,9999,Prototype,4,NA,NA,NA,NA,NA,21,Seen,0.478,NA,NA,1,0
{{356}},SONA,NA,NA,Early,Memory,9911,RuleFollowing,11,NA,NA,NA,NA,NA,22,Unseen,0.528,NA,NA,0,0
{{356}},SONA,NA,NA,Early,Memory,1919,RuleFollowing,12,NA,NA,NA,NA,NA,23,Unseen,0.678,NA,NA,1,0
{{362}},SONA,F,20.1,Early,Learn,1119,Prototype,1,0,0,1,0.432,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,2,0,1,1,0.532,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,3,0,2,1,0.551,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,4,0,3,0,0.305,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,5,0,4,1,0.2,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1119,Prototype,6,0,5,0,0.28,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,7,0,6,1,0.281,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,8,0,7,0,0.289,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,9,0,8,0,0.314,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,9119,RuleFollowing,1,0,9,0,0.332,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,1,0,12,0,0.535,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1911,RuleFollowing,3,0,13,0,0.248,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,11,0,14,1,0.306,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,2,0,15,0,0.285,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,12,0,16,1,0.331,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,3,0,17,0,0.302,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1911,RuleFollowing,4,0,18,0,0.308,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,9919,RuleFollowing,5,0,19,1,0.551,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,13,0,20,1,0.599,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,4,0,21,0,0.306,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,14,0,22,1,0.282,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,15,0,23,0,0.381,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,9119,RuleFollowing,6,0,24,0,0.341,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,5,0,25,1,0.475,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1119,Prototype,16,0,26,1,1.701,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,6,0,27,1,0.407,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1119,Prototype,17,0,28,0,0.407,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,9919,RuleFollowing,7,0,29,1,0.548,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,18,0,30,1,0.53,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,9919,RuleFollowing,8,0,31,0,0.356,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,7,0,32,1,0.715,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1119,Prototype,19,0,33,1,0.514,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,8,0,34,0,0.424,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,9191,RuleFollowing,9,0,35,0,0.448,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,20,0,36,1,0.514,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,9,0,37,0,0.423,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,21,0,39,1,0.639,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,10,0,40,0,0.799,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,22,0,41,1,0.59,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,9119,RuleFollowing,11,0,42,1,0.531,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,9191,RuleFollowing,12,0,43,0,0.515,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,11,0,44,1,0.306,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,23,0,45,1,0.765,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,12,0,46,0,0.531,NA,NA,NA,NA,NA,NA,NA,0
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,24,0,47,1,0.315,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,25,1,0,1,0.314,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1119,Prototype,26,1,1,1,0.331,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,13,1,2,1,0.342,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,27,1,3,1,0.849,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1119,Prototype,28,1,4,1,0.281,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,9191,RuleFollowing,13,1,5,1,0.736,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,29,1,6,1,0.741,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,9119,RuleFollowing,14,1,7,0,0.331,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,30,1,8,1,0.499,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1911,RuleFollowing,15,1,9,1,0.34,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,14,1,10,0,0.498,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,15,1,11,0,0.932,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1119,Prototype,31,1,12,1,0.806,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,32,1,13,0,0.498,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,33,1,14,1,0.614,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,34,1,15,1,0.306,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1911,RuleFollowing,16,1,16,0,0.649,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,9191,RuleFollowing,17,1,17,1,0.28,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,35,1,18,1,0.686,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,36,1,19,1,0.472,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,37,1,20,0,0.68,NA,NA,NA,NA,NA,NA,NA,3
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,16,1,21,0,0.313,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1119,Prototype,38,1,22,1,0.274,NA,NA,NA,NA,NA,NA,NA,3
{{362}},SONA,F,20.1,Early,Learn,9919,RuleFollowing,18,1,23,1,0.388,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,39,1,24,1,0.598,NA,NA,NA,NA,NA,NA,NA,3
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,17,1,25,1,0.876,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,18,1,26,1,0.681,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,40,1,27,1,0.397,NA,NA,NA,NA,NA,NA,NA,3
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,41,1,28,0,0.335,NA,NA,NA,NA,NA,NA,NA,3
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,42,1,29,1,0.441,NA,NA,NA,NA,NA,NA,NA,3
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,19,1,30,0,0.348,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,9919,RuleFollowing,20,1,32,1,0.424,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,9119,RuleFollowing,21,1,33,1,0.554,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,43,1,34,0,0.297,NA,NA,NA,NA,NA,NA,NA,3
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,20,1,35,1,1.12,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,21,1,36,1,0.413,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,44,1,37,1,0.314,NA,NA,NA,NA,NA,NA,NA,3
{{362}},SONA,F,20.1,Early,Learn,9119,RuleFollowing,22,1,38,0,0.348,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1119,Prototype,45,1,39,1,0.273,NA,NA,NA,NA,NA,NA,NA,3
{{362}},SONA,F,20.1,Early,Learn,9191,RuleFollowing,23,1,40,0,0.348,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,9919,RuleFollowing,24,1,41,0,0.263,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,22,1,42,0,0.39,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,23,1,43,1,0.298,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,1119,Prototype,46,1,44,1,0.282,NA,NA,NA,NA,NA,NA,NA,3
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,47,1,45,1,0.564,NA,NA,NA,NA,NA,NA,NA,3
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,24,1,46,0,0.475,NA,NA,NA,NA,NA,NA,NA,1
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,48,1,47,0,0.181,NA,NA,NA,NA,NA,NA,NA,3
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,49,2,0,1,0.407,NA,NA,NA,NA,NA,NA,NA,4
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,50,2,1,0,0.281,NA,NA,NA,NA,NA,NA,NA,4
{{362}},SONA,F,20.1,Early,Learn,1119,Prototype,51,2,2,1,0.431,NA,NA,NA,NA,NA,NA,NA,4
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,25,2,3,0,0.485,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,52,2,4,1,0.489,NA,NA,NA,NA,NA,NA,NA,4
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,53,2,5,1,0.463,NA,NA,NA,NA,NA,NA,NA,4
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,54,2,6,1,0.432,NA,NA,NA,NA,NA,NA,NA,4
{{362}},SONA,F,20.1,Early,Learn,9191,RuleFollowing,25,2,7,1,0.308,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1119,Prototype,55,2,8,1,0.548,NA,NA,NA,NA,NA,NA,NA,4
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,26,2,9,0,0.28,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,9191,RuleFollowing,26,2,10,0,0.24,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,27,2,11,0,0.256,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,9119,RuleFollowing,27,2,12,1,0.532,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,56,2,13,0,0.382,NA,NA,NA,NA,NA,NA,NA,4
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,28,2,14,0,0.307,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,9119,RuleFollowing,28,2,15,0,0.248,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1119,Prototype,57,2,17,0,0.336,NA,NA,NA,NA,NA,NA,NA,4
{{362}},SONA,F,20.1,Early,Learn,1911,RuleFollowing,30,2,18,1,0.523,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,58,2,19,1,0.464,NA,NA,NA,NA,NA,NA,NA,4
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,59,2,20,1,0.565,NA,NA,NA,NA,NA,NA,NA,4
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,29,2,21,1,0.557,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,60,2,22,1,0.514,NA,NA,NA,NA,NA,NA,NA,4
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,61,2,23,1,0.547,NA,NA,NA,NA,NA,NA,NA,5
{{362}},SONA,F,20.1,Early,Learn,9191,RuleFollowing,31,2,24,1,0.675,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,62,2,25,1,0.53,NA,NA,NA,NA,NA,NA,NA,5
{{362}},SONA,F,20.1,Early,Learn,9919,RuleFollowing,32,2,26,1,0.532,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,63,2,27,0,0.619,NA,NA,NA,NA,NA,NA,NA,5
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,30,2,28,0,0.508,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1911,RuleFollowing,33,2,29,1,0.532,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,64,2,30,1,0.648,NA,NA,NA,NA,NA,NA,NA,5
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,31,2,31,1,0.592,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,65,2,32,1,0.414,NA,NA,NA,NA,NA,NA,NA,5
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,32,2,33,0,0.515,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,33,2,34,0,0.826,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1119,Prototype,66,2,35,1,0.348,NA,NA,NA,NA,NA,NA,NA,5
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,34,2,36,0,0.281,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1119,Prototype,67,2,37,1,0.289,NA,NA,NA,NA,NA,NA,NA,5
{{362}},SONA,F,20.1,Early,Learn,9999,Prototype,68,2,38,0,0.273,NA,NA,NA,NA,NA,NA,NA,5
{{362}},SONA,F,20.1,Early,Learn,1199,Exception,35,2,39,0,0.299,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,9919,RuleFollowing,34,2,40,0,0.263,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1119,Prototype,69,2,41,1,0.272,NA,NA,NA,NA,NA,NA,NA,5
{{362}},SONA,F,20.1,Early,Learn,1991,Exception,36,2,42,0,0.297,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,70,2,43,0,0.247,NA,NA,NA,NA,NA,NA,NA,5
{{362}},SONA,F,20.1,Early,Learn,9991,Prototype,71,2,44,0,0.469,NA,NA,NA,NA,NA,NA,NA,5
{{362}},SONA,F,20.1,Early,Learn,1111,Prototype,72,2,45,1,0.239,NA,NA,NA,NA,NA,NA,NA,5
{{362}},SONA,F,20.1,Early,Learn,1911,RuleFollowing,35,2,46,0,0.514,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,Learn,9119,RuleFollowing,36,2,47,1,0.476,NA,NA,NA,NA,NA,NA,NA,2
{{362}},SONA,F,20.1,Early,NF,9999,Prototype,1,NA,NA,NA,NA,0,NA,NA,NA,1,0.28,NA,0
{{362}},SONA,F,20.1,Early,NF,1991,Exception,1,NA,NA,NA,NA,1,NA,NA,NA,1,0.265,NA,0
{{362}},SONA,F,20.1,Early,NF,9999,Prototype,2,NA,NA,NA,NA,2,NA,NA,NA,0,0.229,NA,0
{{362}},SONA,F,20.1,Early,NF,1119,Prototype,3,NA,NA,NA,NA,3,NA,NA,NA,1,0.365,NA,0
{{362}},SONA,F,20.1,Early,NF,1991,Exception,2,NA,NA,NA,NA,4,NA,NA,NA,0,0.297,NA,0
{{362}},SONA,F,20.1,Early,NF,9919,RuleFollowing,1,NA,NA,NA,NA,5,NA,NA,NA,0,0.263,NA,0
{{362}},SONA,F,20.1,Early,NF,9119,RuleFollowing,2,NA,NA,NA,NA,6,NA,NA,NA,0,0.298,NA,0
{{362}},SONA,F,20.1,Early,NF,1111,Prototype,4,NA,NA,NA,NA,7,NA,NA,NA,1,0.52,NA,0
{{362}},SONA,F,20.1,Early,NF,1199,Exception,3,NA,NA,NA,NA,8,NA,NA,NA,0,0.29,NA,0
{{362}},SONA,F,20.1,Early,NF,1911,RuleFollowing,3,NA,NA,NA,NA,9,NA,NA,NA,1,0.558,NA,0
{{362}},SONA,F,20.1,Early,NF,1119,Prototype,5,NA,NA,NA,NA,10,NA,NA,NA,1,0.573,NA,0
{{362}},SONA,F,20.1,Early,NF,1111,Prototype,6,NA,NA,NA,NA,11,NA,NA,NA,1,0.532,NA,0
{{362}},SONA,F,20.1,Early,NF,1199,Exception,4,NA,NA,NA,NA,12,NA,NA,NA,1,0.565,NA,0
{{362}},SONA,F,20.1,Early,NF,9919,RuleFollowing,4,NA,NA,NA,NA,13,NA,NA,NA,1,1.15,NA,0
{{362}},SONA,F,20.1,Early,NF,9999,Prototype,7,NA,NA,NA,NA,14,NA,NA,NA,1,0.999,NA,0
{{362}},SONA,F,20.1,Early,NF,1199,Exception,5,NA,NA,NA,NA,15,NA,NA,NA,0,0.515,NA,0
{{362}},SONA,F,20.1,Early,NF,1111,Prototype,8,NA,NA,NA,NA,16,NA,NA,NA,1,0.324,NA,0
{{362}},SONA,F,20.1,Early,NF,1199,Exception,6,NA,NA,NA,NA,17,NA,NA,NA,0,0.391,NA,0
{{362}},SONA,F,20.1,Early,NF,9119,RuleFollowing,5,NA,NA,NA,NA,18,NA,NA,NA,1,0.575,NA,0
{{362}},SONA,F,20.1,Early,NF,1111,Prototype,9,NA,NA,NA,NA,19,NA,NA,NA,1,0.608,NA,0
{{362}},SONA,F,20.1,Early,NF,9999,Prototype,10,NA,NA,NA,NA,20,NA,NA,NA,1,0.448,NA,0
{{362}},SONA,F,20.1,Early,NF,9919,RuleFollowing,6,NA,NA,NA,NA,21,NA,NA,NA,0,0.298,NA,0
{{362}},SONA,F,20.1,Early,NF,9191,RuleFollowing,7,NA,NA,NA,NA,22,NA,NA,NA,1,0.505,NA,0
{{362}},SONA,F,20.1,Early,NF,9991,Prototype,11,NA,NA,NA,NA,23,NA,NA,NA,1,0.465,NA,0
{{362}},SONA,F,20.1,Early,NF,1991,Exception,7,NA,NA,NA,NA,24,NA,NA,NA,1,0.799,NA,0
{{362}},SONA,F,20.1,Early,NF,9919,RuleFollowing,8,NA,NA,NA,NA,25,NA,NA,NA,1,0.279,NA,0
{{362}},SONA,F,20.1,Early,NF,1199,Exception,8,NA,NA,NA,NA,26,NA,NA,NA,0,0.736,NA,0
{{362}},SONA,F,20.1,Early,NF,1199,Exception,9,NA,NA,NA,NA,27,NA,NA,NA,1,0.708,NA,0
{{362}},SONA,F,20.1,Early,NF,1991,Exception,10,NA,NA,NA,NA,28,NA,NA,NA,0,0.59,NA,0
{{362}},SONA,F,20.1,Early,NF,9191,RuleFollowing,9,NA,NA,NA,NA,29,NA,NA,NA,0,1.116,NA,0
{{362}},SONA,F,20.1,Early,NF,1991,Exception,11,NA,NA,NA,NA,30,NA,NA,NA,1,0.515,NA,0
{{362}},SONA,F,20.1,Early,NF,1911,RuleFollowing,10,NA,NA,NA,NA,31,NA,NA,NA,0,0.532,NA,0
{{362}},SONA,F,20.1,Early,NF,1911,RuleFollowing,11,NA,NA,NA,NA,32,NA,NA,NA,1,0.282,NA,0
{{362}},SONA,F,20.1,Early,NF,1991,Exception,12,NA,NA,NA,NA,33,NA,NA,NA,1,0.296,NA,0
{{362}},SONA,F,20.1,Early,NF,1911,RuleFollowing,13,NA,NA,NA,NA,35,NA,NA,NA,1,0.313,NA,1
{{362}},SONA,F,20.1,Early,NF,1199,Exception,13,NA,NA,NA,NA,36,NA,NA,NA,0,0.323,NA,1
